New URI	LHOM Name element persName	LHOM Name att xml--id	LHOM Name att xml--lang	LHOM Name att srophe-tags	LHOM Name att source	LHOM Name att resp	Name (complete, Arabic, from Mueller index) element persName	Name (complete, Arabic, from Mueller index) att xml--id	Name (complete, Arabic, from Mueller index) att xml--lang	Name (complete, Arabic, from Mueller index) att source	Name (complete, Arabic, from Mueller index) att resp	Name (complete, EI3 transcription based on Mueller index) element persName	Name (complete, EI3 transcription based on Mueller index) att xml--id	Name (complete, EI3 transcription based on Mueller index) att xml--lang	Name (complete, EI3 transcription based on Mueller index) att source	Name (complete, EI3 transcription based on Mueller index) att resp	LHOM Name 1 (transcription) element persName	LHOM Name 1 (transcription) att xml--id	LHOM Name 1 (transcription) att xml--lang	LHOM Name 1 (transcription) att source	LHOM Name 1 (transcription) att resp	LHOM Name 1 (Arabic) element persName	LHOM Name 1 (Arabic) att xml--id	LHOM Name 1 (Arabic) att xml--lang	LHOM Name 1 (Arabic) att srophe-tags	LHOM Name 1 (Arabic) att source	LHOM Name 1 (Arabic) att resp	LHOM Name 2(transcription) element persName	LHOM Name 2(transcription) att xml--id	LHOM Name 2(transcription) att xml--lang	LHOM Name 2(transcription) att source	LHOM Name 2(transcription) att resp	LHOM Name 2 (Arabic) element persName	LHOM Name 2 (Arabic) att xml--id	LHOM Name 2 (Arabic) att xml--lang	LHOM Name 2 (Arabic) att srophe-tags	LHOM Name 2 (Arabic) att source	LHOM Name 2 (Arabic) att resp	Name 2 element persName	Name 2 att xml--id	Name 2 att xml--lang	Name 2 att source	Name 2 att resp	Name 3 element persName	Name 3 att xml--id	Name 3 att xml--lang	Name 3 att source	Name 3 att resp	Created Arabic Names element persName	Created Arabic Names att xml--id	Created Arabic Names att xml--lang	Created Arabic Names att srophe-tags	Created Arabic Names att resp	LHOM Entry element note	LHOM Entry att xml--id	LHOM Entry att xml--lang	LHOM Entry att type	LHOM Entry att source	LHOM Entry att resp	Usaybia URI element idno	Usaybia URI att type	URI 1 element idno	URI 1 att type	URI 1 att resp	URI 2 element idno	URI 2 att type	URI 2 att resp	URI 3 element idno	URI 3 att type	URI 3 att resp	URI 4 element idno	URI 4 att type	URI 4 att resp	URI 5 element idno	URI 5 att type	URI 5 att resp	URI 6 element idno	URI 6 att type	URI 6 att resp	URI 7 element idno	URI 7 att type	URI 7 att resp	URI 8 element idno	URI 8 att type	URI 8 att resp	Occupation 1 element state	Occupation 1 att xml--lang	Occupation 1 att type	Occupation 1 att role	Occupation 1 att source	Occupation 1 att resp	child Occupation 1 element desc	Occupation 2 element state	Occupation 2 att xml--lang	Occupation 2 att type	Occupation 2 att role	Occupation 2 att source	Occupation 2 att resp	child Occupation 2 element desc	Occupation 3 element state	Occupation 3 att xml--lang	Occupation 3 att type	Occupation 3 att role	Occupation 3 att source	Occupation 3 att resp	child Occupation 3 element desc	Occupation 4 element state	Occupation 4 att xml--lang	Occupation 4 att type	Occupation 4 att role	Occupation 4 att source	Occupation 4 att resp	child Occupation 4 element desc	Affiliation signaled by occupation element state	Affiliation signaled by occupation att xml--lang	Affiliation signaled by occupation att type	Affiliation signaled by occupation att resp	Affiliation signaled by occupation att evidence	Affiliation signaled by occupation att cert	child Affiliation signaled by occupation element label	Affiliation signaled by descendant's name or kunya element state	Affiliation signaled by descendant's name or kunya att xml--lang	Affiliation signaled by descendant's name or kunya att type	Affiliation signaled by descendant's name or kunya att resp	Affiliation signaled by descendant's name or kunya att evidence	Affiliation signaled by descendant's name or kunya att cert	child Affiliation signaled by descendant's name or kunya element label	Affiliation signaled by ancestor's name element state	Affiliation signaled by ancestor's name att xml--lang	Affiliation signaled by ancestor's name att type	Affiliation signaled by ancestor's name att resp	Affiliation signaled by ancestor's name att evidence	Affiliation signaled by ancestor's name att cert	child Affiliation signaled by ancestor's name element label	Affiliation signaled by given name element state	Affiliation signaled by given name att xml--lang	Affiliation signaled by given name att type	Affiliation signaled by given name att resp	Affiliation signaled by given name att evidence	Affiliation signaled by given name att cert	child Affiliation signaled by given name element label	Affiliation in nisba element state	Affiliation in nisba att xml--lang	Affiliation in nisba att type	Affiliation in nisba att resp	Affiliation in nisba att evidence	Affiliation in nisba att cert	child Affiliation in nisba element label	Suggested Affiliation Keywords element state	Suggested Affiliation Keywords att xml--lang	Suggested Affiliation Keywords att type	Suggested Affiliation Keywords att resp	Suggested Affiliation Keywords att source	child Suggested Affiliation Keywords element label	Source 1 element bibl	Source 1 att xml--id	child Source 1 Title element title	child Source 1 Title att level	child Source 1 URI element ptr	child Source 1 URI att target	child Source 1 LHOM Section element citedRange	child Source 1 LHOM Section att unit	child Source 1 LHOM Section Number 2 element citedRange	child Source 1 LHOM Section Number 2 att unit	child Source 1 LHOM Section Number 1 element citedRange	child Source 1 LHOM Section Number 1 att unit	Source 2 element bibl	Source 2 att xml--id	child Source 2 Title element title	child Source 2 Title att xml--lang	child Source 2 Title att level	child Source 2 URI element ptr	child Source 2 URI att target	changelog	name checking credit	arabic checking credit
50	ʿAbd Yashūʿ ibn Naṣr	name50-1	en-x-lhom	#syriaca-headword	#bib50-1	#rschmahl			ar		#rschmahl #mtolay			en-x-ei3		#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			ar			#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			ar			#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay	عبد يشوع بن نصر	name50-2	ar	#syriaca-headword	#hfriedel	ʿAbd Yashūʿ ibn Naṣr, physician of al-Hādī 	abstract-en-50	en	abstract	#bib50-1	#rschmahl	https://usaybia.net/person/50	URI		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay	_	en	occupation	physician	#bib50-1	#vbirkhahn #ngibson	physician		en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson			en	religious-affiliation	#ngibson	occupation	high			en	religious-affiliation	#ngibson	descendant-name	low			en	religious-affiliation	#ngibson	ancestor-name	low			en	religious-affiliation	#ngibson	given-name	low			en	religious-affiliation	#ngibson	nisba	high			en	religious-affiliation	#vbirkhahn #ngibson			_	bib50-1	A literary history of medicine: the 'Uyūn al-anbā' fī ṭabaqāt al-aṭibbā' of Ibn Abī Uṣaybi'ah	m	_	https://usaybia.net/bibl/WVSJMDSV	8.2	section		section		section		bib50-2	عيون الأنباء في طبقات الأطباء	ar	m	_	https://usaybia.net/bibl/6RJQF8FK	1,2,3,6	#rschmahl	#hfriedel
51	ʿAbd Yashūʿ al-Jāthalīq	name51-1	en-x-lhom	#syriaca-headword	#bib51-1	#rschmahl			ar		#rschmahl #mtolay			en-x-ei3		#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			ar			#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			ar			#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay	عبد يشوع الجاثليق	name51-2	ar	#syriaca-headword	#hfriedel	ʿAbd Yashūʿ al-Jāthalīq, catholicos at Baghdad (ca. 360/970) 	abstract-en-51	en	abstract	#bib51-1	#rschmahl	https://usaybia.net/person/51	URI		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay	_	en	occupation	catholicos	#bib51-1	#vbirkhahn #ngibson	catholicos		en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson		_	en	religious-affiliation	#ngibson	occupation	high	Christian, East Syriac		en	religious-affiliation	#ngibson	descendant-name	low			en	religious-affiliation	#ngibson	ancestor-name	low			en	religious-affiliation	#ngibson	given-name	low			en	religious-affiliation	#ngibson	nisba	high			en	religious-affiliation	#vbirkhahn #ngibson			_	bib51-1	A literary history of medicine: the 'Uyūn al-anbā' fī ṭabaqāt al-aṭibbā' of Ibn Abī Uṣaybi'ah	m	_	https://usaybia.net/bibl/WVSJMDSV	10.8	section		section		section		bib51-2	عيون الأنباء في طبقات الأطباء	ar	m	_	https://usaybia.net/bibl/6RJQF8FK	1,2,3,5,6	#rschmahl	#hfriedel
52	ʿAbdān	name52-1	en-x-lhom	#syriaca-headword	#bib52-1	#rschmahl			ar		#rschmahl #mtolay			en-x-ei3		#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			ar			#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			ar			#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay	عبدان	name52-2	ar	#syriaca-headword	#hfriedel	ʿAbdān, student of Ibn al-Ṭayyib 	abstract-en-52	en	abstract	#bib52-1	#rschmahl	https://usaybia.net/person/52	URI		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay	_	en	occupation	student	#bib52-1	#vbirkhahn #ngibson	student		en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson			en	religious-affiliation	#ngibson	occupation	high			en	religious-affiliation	#ngibson	descendant-name	low			en	religious-affiliation	#ngibson	ancestor-name	low			en	religious-affiliation	#ngibson	given-name	low			en	religious-affiliation	#ngibson	nisba	high			en	religious-affiliation	#vbirkhahn #ngibson			_	bib52-1	A literary history of medicine: the 'Uyūn al-anbā' fī ṭabaqāt al-aṭibbā' of Ibn Abī Uṣaybi'ah	m	_	https://usaybia.net/bibl/WVSJMDSV	10.37.4	section		section		section		bib52-2	عيون الأنباء في طبقات الأطباء	ar	m	_	https://usaybia.net/bibl/6RJQF8FK	1,2,3,6	#rschmahl	#hfriedel
53	al-ʿAbdī ʿAbdishoʿ bar Bahrīz (ʿAbdīshūʿ ibn Bahrīz)	name53-1	en-x-lhom	#syriaca-headword	#bib53-1	#rschmahl	عبد يسوع بن بهريز	name53-2	ar	#bib53-2	#rschmahl #mtolay			en-x-ei3		#rschmahl #mtolay	ʿAbdīshūʿ ibn Bahrīz (ʿAbdishoʿ bar Bahrīz)	name53-3	en-x-lhom	#bib53-1	#rschmahl #mtolay	عبد يسوع  بن بهريز	name53-4	ar	#syriaca-headword	#bib53-1	#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			ar			#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay	عبد يشوع بن بهريز	name53-5	ar		#hfriedel	al-ʿAbdī ʿAbdishoʿ bar Bahrīz (ʿAbdīshūʿ ibn Bahrīz), metropolitan and translator 	abstract-en-53	en	abstract	#bib53-1	#rschmahl	https://usaybia.net/person/53	URI	https://onomasticon.irht.cnrs.fr/en/entry/id/4167	URI	#rschmahl #mtolay	https://viaf.org/viaf/116145542625296641660	URI	#rschmahl #mtolay	http://syriaca.org/person/309	URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay	_	en	occupation	metropolitan	#bib53-1	#vbirkhahn #ngibson	metropolitan	_	en	occupation	translator	#bib53-1	#vbirkhahn #ngibson	translator		en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson		_	en	religious-affiliation	#ngibson	occupation	high	Christian		en	religious-affiliation	#ngibson	descendant-name	low			en	religious-affiliation	#ngibson	ancestor-name	low		_	en	religious-affiliation	#ngibson	given-name	low	Christian		en	religious-affiliation	#ngibson	nisba	high			en	religious-affiliation	#vbirkhahn #ngibson			_	bib53-1	A literary history of medicine: the 'Uyūn al-anbā' fī ṭabaqāt al-aṭibbā' of Ibn Abī Uṣaybi'ah	m	_	https://usaybia.net/bibl/WVSJMDSV	9.35	section		section	9.35	section	_	bib53-2	عيون الأنباء في طبقات الأطباء	ar	m	_	https://usaybia.net/bibl/6RJQF8FK	1,2,3,5,6	#rschmahl	#hfriedel
54	ʿAbdūn ibn Makhlad	name54-1	en-x-lhom	#syriaca-headword	#bib54-1	#rschmahl			ar		#rschmahl #mtolay			en-x-ei3		#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			ar			#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			ar			#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay	عبدون بن مخلد	name54-2	ar	#syriaca-headword	#hfriedel	ʿAbdūn ibn Makhlad, brother of Ṣāʿid 	abstract-en-54	en	abstract	#bib54-1	#rschmahl	https://usaybia.net/person/54	URI		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson			en	religious-affiliation	#ngibson	occupation	high			en	religious-affiliation	#ngibson	descendant-name	low			en	religious-affiliation	#ngibson	ancestor-name	low			en	religious-affiliation	#ngibson	given-name	low			en	religious-affiliation	#ngibson	nisba	high			en	religious-affiliation	#vbirkhahn #ngibson			_	bib54-1	A literary history of medicine: the 'Uyūn al-anbā' fī ṭabaqāt al-aṭibbā' of Ibn Abī Uṣaybi'ah	m	_	https://usaybia.net/bibl/WVSJMDSV	10.10.3n	section		section		section		bib54-2	عيون الأنباء في طبقات الأطباء	ar	m	_	https://usaybia.net/bibl/6RJQF8FK	1,2,3,6	#rschmahl	#hfriedel
55	ʿAbdūs the Physician 	name55-1	en-x-lhom	#syriaca-headword	#bib55-1	#rschmahl	عبدوس	name55-2	ar	#bib55-2	#rschmahl #mtolay			en-x-ei3		#rschmahl #mtolay	ʿAbdūs	name55-3	en-x-lhom	#bib55-1	#rschmahl #mtolay	عبدوس	name55-4	ar	#syriaca-headword	#bib55-1	#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay	ʿAbdūs the Physician 10.12	name55-5	ar		#bib55-1	#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay	عبدوس الطبيب	name55-6	ar		#hfriedel	ʿAbdūs the Physician 	abstract-en-55	en	abstract	#bib55-1	#rschmahl	https://usaybia.net/person/55	URI	https://onomasticon.irht.cnrs.fr/en/entry/id/4120	URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay	_	en	occupation	physician	#bib55-1	#vbirkhahn #ngibson	physician		en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson			en	religious-affiliation	#ngibson	occupation	high			en	religious-affiliation	#ngibson	descendant-name	low			en	religious-affiliation	#ngibson	ancestor-name	low			en	religious-affiliation	#ngibson	given-name	low			en	religious-affiliation	#ngibson	nisba	high			en	religious-affiliation	#vbirkhahn #ngibson			_	bib55-1	A literary history of medicine: the 'Uyūn al-anbā' fī ṭabaqāt al-aṭibbā' of Ibn Abī Uṣaybi'ah	m	_	https://usaybia.net/bibl/WVSJMDSV	10.12	section		section	10.12	section	_	bib55-2	عيون الأنباء في طبقات الأطباء	ar	m	_	https://usaybia.net/bibl/6RJQF8FK	1,2,3,6	#rschmahl	#hfriedel
56	ʿAbdūs ibn Zayd physician 	name56-1	en-x-lhom	#syriaca-headword	#bib56-1	#rschmahl	عبدوس بن زيد	name56-2	ar	#bib56-2	#rschmahl #mtolay			en-x-ei3		#rschmahl #mtolay	ʿAbdūs ibn Zayd	name56-3	en-x-lhom	#bib56-1	#rschmahl #mtolay	عبدوس بن زيد	name56-4	ar	#syriaca-headword	#bib56-1	#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay	ʿAbdūs ibn Zayd physician 8.14; 8.29.10n	name56-5	ar		#bib56-1	#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay	عبدوس بن زيد الطبيب	name56-6	ar		#hfriedel	ʿAbdūs ibn Zayd physician 	abstract-en-56	en	abstract	#bib56-1	#rschmahl	https://usaybia.net/person/56	URI	https://onomasticon.irht.cnrs.fr/en/entry/id/4120	URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay	_	en	occupation	physician	#bib56-1	#vbirkhahn #ngibson	physician		en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson			en	religious-affiliation	#ngibson	occupation	high			en	religious-affiliation	#ngibson	descendant-name	low			en	religious-affiliation	#ngibson	ancestor-name	low			en	religious-affiliation	#ngibson	given-name	low			en	religious-affiliation	#ngibson	nisba	high			en	religious-affiliation	#vbirkhahn #ngibson			_	bib56-1	A literary history of medicine: the 'Uyūn al-anbā' fī ṭabaqāt al-aṭibbā' of Ibn Abī Uṣaybi'ah	m	_	https://usaybia.net/bibl/WVSJMDSV	8.14; 8.29.10n	section		section	8.14	section	_	bib56-2	عيون الأنباء في طبقات الأطباء	ar	m	_	https://usaybia.net/bibl/6RJQF8FK	1,2,3,6	#rschmahl	#hfriedel
57	al-Ābī	name57-1	en-x-lhom	#syriaca-headword	#bib57-1	#rschmahl			ar		#rschmahl #mtolay			en-x-ei3		#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			ar			#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			ar			#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay	الآبي	name57-2	ar	#syriaca-headword	#hfriedel	al-Ābī, Abū Saʿd (`or` Saʿīd) Manṣūr ibn al-Ḥusayn, man of letters and vizier 	abstract-en-57	en	abstract	#bib57-1	#rschmahl	https://usaybia.net/person/57	URI		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay	_	en	occupation	man of letters	#bib57-1	#vbirkhahn #ngibson	man of letters	_	en	occupation	vizier	#bib57-1	#vbirkhahn #ngibson	vizier		en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson			en	religious-affiliation	#ngibson	occupation	high			en	religious-affiliation	#ngibson	descendant-name	low			en	religious-affiliation	#ngibson	ancestor-name	low			en	religious-affiliation	#ngibson	given-name	low			en	religious-affiliation	#ngibson	nisba	high			en	religious-affiliation	#vbirkhahn #ngibson			_	bib57-1	A literary history of medicine: the 'Uyūn al-anbā' fī ṭabaqāt al-aṭibbā' of Ibn Abī Uṣaybi'ah	m	_	https://usaybia.net/bibl/WVSJMDSV	8.20.6n; 10.8.10	section		section		section		bib57-2	عيون الأنباء في طبقات الأطباء	ar	m	_	https://usaybia.net/bibl/6RJQF8FK	1,2,3,6	#rschmahl	#hfriedel
58	ʿAbīd ibn al-Abraṣ	name58-1	en-x-lhom	#syriaca-headword	#bib58-1	#rschmahl			ar		#rschmahl #mtolay			en-x-ei3		#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			ar			#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			ar			#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay	عبيد بن الأبرص	name58-2	ar	#syriaca-headword	#hfriedel	ʿAbīd ibn al-Abraṣ, pre-Islamic poet 	abstract-en-58	en	abstract	#bib58-1	#rschmahl	https://usaybia.net/person/58	URI		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay	_	en	occupation	poet	#bib58-1	#vbirkhahn #ngibson	poet		en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson			en	religious-affiliation	#ngibson	occupation	high			en	religious-affiliation	#ngibson	descendant-name	low			en	religious-affiliation	#ngibson	ancestor-name	low			en	religious-affiliation	#ngibson	given-name	low			en	religious-affiliation	#ngibson	nisba	high			en	religious-affiliation	#vbirkhahn #ngibson			_	bib58-1	A literary history of medicine: the 'Uyūn al-anbā' fī ṭabaqāt al-aṭibbā' of Ibn Abī Uṣaybi'ah	m	_	https://usaybia.net/bibl/WVSJMDSV	15.45.3 (p)	section		section		section		bib58-2	عيون الأنباء في طبقات الأطباء	ar	m	_	https://usaybia.net/bibl/6RJQF8FK	1,2,3,6	#rschmahl	#hfriedel
59	al-Abīwardī	name59-1	en-x-lhom	#syriaca-headword	#bib59-1	#rschmahl			ar		#rschmahl #mtolay			en-x-ei3		#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			ar			#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			ar			#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay	الأبيوردي	name59-2	ar	#syriaca-headword	#hfriedel	al-Abīwardī, poet (d. 507/1113) 	abstract-en-59	en	abstract	#bib59-1	#rschmahl	https://usaybia.net/person/59	URI		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay	_	en	occupation	poet	#bib59-1	#vbirkhahn #ngibson	poet		en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson			en	religious-affiliation	#ngibson	occupation	high			en	religious-affiliation	#ngibson	descendant-name	low			en	religious-affiliation	#ngibson	ancestor-name	low			en	religious-affiliation	#ngibson	given-name	low			en	religious-affiliation	#ngibson	nisba	high			en	religious-affiliation	#vbirkhahn #ngibson			_	bib59-1	A literary history of medicine: the 'Uyūn al-anbā' fī ṭabaqāt al-aṭibbā' of Ibn Abī Uṣaybi'ah	m	_	https://usaybia.net/bibl/WVSJMDSV	10.64.19.8n	section		section		section		bib59-2	عيون الأنباء في طبقات الأطباء	ar	m	_	https://usaybia.net/bibl/6RJQF8FK	1,2,3,6	#rschmahl	#hfriedel
60	Abū l-ʿAbbās ibn al-Rashīd	name60-1	en-x-lhom	#syriaca-headword	#bib60-1	#rschmahl			ar		#rschmahl #mtolay			en-x-ei3		#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			ar			#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			ar			#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay	أبو العباس بن الرشيد	name60-2	ar	#syriaca-headword	#hfriedel	Abū l-ʿAbbās ibn al-Rashīd, ?son of Hārūn al-Rashīd 	abstract-en-60	en	abstract	#bib60-1	#rschmahl	https://usaybia.net/person/60	URI		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson			en	religious-affiliation	#ngibson	occupation	high			en	religious-affiliation	#ngibson	descendant-name	low			en	religious-affiliation	#ngibson	ancestor-name	low			en	religious-affiliation	#ngibson	given-name	low			en	religious-affiliation	#ngibson	nisba	high			en	religious-affiliation	#vbirkhahn #ngibson			_	bib60-1	A literary history of medicine: the 'Uyūn al-anbā' fī ṭabaqāt al-aṭibbā' of Ibn Abī Uṣaybi'ah	m	_	https://usaybia.net/bibl/WVSJMDSV	8.25.7	section		section		section		bib60-2	عيون الأنباء في طبقات الأطباء	ar	m	_	https://usaybia.net/bibl/6RJQF8FK	1,2,3,6	#rschmahl	#hfriedel
61	Abū l-ʿAbbās ibn Wāḍiḥ al-Yaʿqūbī	name61-1	en-x-lhom	#syriaca-headword	#bib61-1	#rschmahl			ar		#rschmahl #mtolay			en-x-ei3		#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			ar			#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			ar			#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay			en-x-lhom		#rschmahl #mtolay	أبو العباس بن واضه اليعقوبي	name61-2	ar	#syriaca-headword	#hfriedel	Abū l-ʿAbbās ibn Wāḍiḥ al-Yaʿqūbī, 3rd/9th-c. polymath 	abstract-en-61	en	abstract	#bib61-1	#rschmahl	https://usaybia.net/person/61	URI		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay		URI	#rschmahl #mtolay	_	en	occupation	polymath	#bib61-1	#vbirkhahn #ngibson	polymath		en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson			en	occupation			#vbirkhahn #ngibson			en	religious-affiliation	#ngibson	occupation	high			en	religious-affiliation	#ngibson	descendant-name	low			en	religious-affiliation	#ngibson	ancestor-name	low			en	religious-affiliation	#ngibson	given-name	low			en	religious-affiliation	#ngibson	nisba	high			en	religious-affiliation	#vbirkhahn #ngibson			_	bib61-1	A literary history of medicine: the 'Uyūn al-anbā' fī ṭabaqāt al-aṭibbā' of Ibn Abī Uṣaybi'ah	m	_	https://usaybia.net/bibl/WVSJMDSV	4.1.9.1n; 8.3.15n; 8.3.16n	section		section		section		bib61-2	عيون الأنباء في طبقات الأطباء	ar	m	_	https://usaybia.net/bibl/6RJQF8FK	1,2,3,6	#rschmahl	#hfriedel
