PG	ID	URI	Text	Name	OA	OA	OA	OA	OA	Wikipedia	Viaf.org	Encyclopaedia of Islam (https://referenceworks-brillonline-com.emedien.ub.uni-muenchen.de/cluster/Encyclopaedia%20of%20Islam) 	Encyclopaedia Iranica (http://www.iranicaonline.org)	SEP (https://plato.stanford.edu/)	Syriaca.org (esp. Christian authors)	Concatenate	Copy to Recogito	Comments
33	3321	https://usaybia.net/person/3321	https://usaybia.net/person/3321_____________													,https://usaybia.net/person/3321	https://usaybia.net/person/3321	
33	3322	https://usaybia.net/person/3322	https://usaybia.net/person/3322_____________													,https://usaybia.net/person/3322	https://usaybia.net/person/3322	
33	3323	https://usaybia.net/person/3323	https://usaybia.net/person/3323_____________													,https://usaybia.net/person/3323	https://usaybia.net/person/3323	
33	3324	https://usaybia.net/person/3324	https://usaybia.net/person/3324_____________													,https://usaybia.net/person/3324	https://usaybia.net/person/3324	
33	3325	https://usaybia.net/person/3325	https://usaybia.net/person/3325_____________													,https://usaybia.net/person/3325	https://usaybia.net/person/3325	
33	3326	https://usaybia.net/person/3326	https://usaybia.net/person/3326_____________													,https://usaybia.net/person/3326	https://usaybia.net/person/3326	
33	3327	https://usaybia.net/person/3327	https://usaybia.net/person/3327_____________													,https://usaybia.net/person/3327	https://usaybia.net/person/3327	
33	3328	https://usaybia.net/person/3328	https://usaybia.net/person/3328_____________													,https://usaybia.net/person/3328	https://usaybia.net/person/3328	
33	3329	https://usaybia.net/person/3329	https://usaybia.net/person/3329_____________													,https://usaybia.net/person/3329	https://usaybia.net/person/3329	
33	3330	https://usaybia.net/person/3330	https://usaybia.net/person/3330_____________													,https://usaybia.net/person/3330	https://usaybia.net/person/3330	
33	3331	https://usaybia.net/person/3331	https://usaybia.net/person/3331_____________													,https://usaybia.net/person/3331	https://usaybia.net/person/3331	
33	3332	https://usaybia.net/person/3332	https://usaybia.net/person/3332_____________													,https://usaybia.net/person/3332	https://usaybia.net/person/3332	
33	3333	https://usaybia.net/person/3333	https://usaybia.net/person/3333_____________													,https://usaybia.net/person/3333	https://usaybia.net/person/3333	
34	3401	https://usaybia.net/person/3401	https://usaybia.net/person/3401_____________													,https://usaybia.net/person/3401	https://usaybia.net/person/3401	
34	3402	https://usaybia.net/person/3402	https://usaybia.net/person/3402_____________													,https://usaybia.net/person/3402	https://usaybia.net/person/3402	
34	3403	https://usaybia.net/person/3403	https://usaybia.net/person/3403_____________													,https://usaybia.net/person/3403	https://usaybia.net/person/3403	
34	3404	https://usaybia.net/person/3404	https://usaybia.net/person/3404_____________													,https://usaybia.net/person/3404	https://usaybia.net/person/3404	
34	3405	https://usaybia.net/person/3405	https://usaybia.net/person/3405_____________													,https://usaybia.net/person/3405	https://usaybia.net/person/3405	
34	3406	https://usaybia.net/person/3406	https://usaybia.net/person/3406_____________	ابو محمد بن الجعدي												,https://usaybia.net/person/3406	https://usaybia.net/person/3406	
34	3407	https://usaybia.net/person/3407	https://usaybia.net/person/3407_____________													,https://usaybia.net/person/3407	https://usaybia.net/person/3407	
34	3408	https://usaybia.net/person/3408	https://usaybia.net/person/3408_____________													,https://usaybia.net/person/3408	https://usaybia.net/person/3408	
34	3409	https://usaybia.net/person/3409	https://usaybia.net/person/3409_____________													,https://usaybia.net/person/3409	https://usaybia.net/person/3409	
34	3410	https://usaybia.net/person/3410	https://usaybia.net/person/3410_____________													,https://usaybia.net/person/3410	https://usaybia.net/person/3410	
34	3411	https://usaybia.net/person/3411	https://usaybia.net/person/3411_____________													,https://usaybia.net/person/3411	https://usaybia.net/person/3411	
34	3412	https://usaybia.net/person/3412	https://usaybia.net/person/3412_____________													,https://usaybia.net/person/3412	https://usaybia.net/person/3412	
34	3413	https://usaybia.net/person/3413	https://usaybia.net/person/3413_____________													,https://usaybia.net/person/3413	https://usaybia.net/person/3413	
34	3414	https://usaybia.net/person/3414	https://usaybia.net/person/3414_____________													,https://usaybia.net/person/3414	https://usaybia.net/person/3414	
34	3415	https://usaybia.net/person/3415	https://usaybia.net/person/3415_____________													,https://usaybia.net/person/3415	https://usaybia.net/person/3415	
34	3416	https://usaybia.net/person/3416	https://usaybia.net/person/3416_____________													,https://usaybia.net/person/3416	https://usaybia.net/person/3416	
34	3417	https://usaybia.net/person/3417	https://usaybia.net/person/3417_____________													,https://usaybia.net/person/3417	https://usaybia.net/person/3417	
34	3418	https://usaybia.net/person/3418	https://usaybia.net/person/3418_____________													,https://usaybia.net/person/3418	https://usaybia.net/person/3418	
34	3419	https://usaybia.net/person/3419	https://usaybia.net/person/3419_____________													,https://usaybia.net/person/3419	https://usaybia.net/person/3419	
34	3420	https://usaybia.net/person/3420	https://usaybia.net/person/3420_____________													,https://usaybia.net/person/3420	https://usaybia.net/person/3420	
34	3421	https://usaybia.net/person/3421	https://usaybia.net/person/3421_____________													,https://usaybia.net/person/3421	https://usaybia.net/person/3421	
34	3422	https://usaybia.net/person/3422	https://usaybia.net/person/3422_____________													,https://usaybia.net/person/3422	https://usaybia.net/person/3422	
34	3423	https://usaybia.net/person/3423	https://usaybia.net/person/3423_____________													,https://usaybia.net/person/3423	https://usaybia.net/person/3423	
34	3424	https://usaybia.net/person/3424	https://usaybia.net/person/3424_____________													,https://usaybia.net/person/3424	https://usaybia.net/person/3424	
34	3425	https://usaybia.net/person/3425	https://usaybia.net/person/3425_____________													,https://usaybia.net/person/3425	https://usaybia.net/person/3425	
34	3426	https://usaybia.net/person/3426	https://usaybia.net/person/3426_____________													,https://usaybia.net/person/3426	https://usaybia.net/person/3426	
34	3427	https://usaybia.net/person/3427	https://usaybia.net/person/3427_____________													,https://usaybia.net/person/3427	https://usaybia.net/person/3427	
34	3428	https://usaybia.net/person/3428	https://usaybia.net/person/3428_____________													,https://usaybia.net/person/3428	https://usaybia.net/person/3428	
34	3429	https://usaybia.net/person/3429	https://usaybia.net/person/3429_____________													,https://usaybia.net/person/3429	https://usaybia.net/person/3429	
34	3430	https://usaybia.net/person/3430	https://usaybia.net/person/3430_____________													,https://usaybia.net/person/3430	https://usaybia.net/person/3430	
34	3431	https://usaybia.net/person/3431	https://usaybia.net/person/3431_____________													,https://usaybia.net/person/3431	https://usaybia.net/person/3431	
34	3432	https://usaybia.net/person/3432	https://usaybia.net/person/3432_____________													,https://usaybia.net/person/3432	https://usaybia.net/person/3432	
34	3433	https://usaybia.net/person/3433	https://usaybia.net/person/3433_____________													,https://usaybia.net/person/3433	https://usaybia.net/person/3433	
35	3501	https://usaybia.net/person/3501	https://usaybia.net/person/3501_____________													,https://usaybia.net/person/3501	https://usaybia.net/person/3501	
35	3502	https://usaybia.net/person/3502	https://usaybia.net/person/3502_____________													,https://usaybia.net/person/3502	https://usaybia.net/person/3502	
35	3503	https://usaybia.net/person/3503	https://usaybia.net/person/3503_____________													,https://usaybia.net/person/3503	https://usaybia.net/person/3503	
35	3504	https://usaybia.net/person/3504	https://usaybia.net/person/3504_____________													,https://usaybia.net/person/3504	https://usaybia.net/person/3504	
35	3505	https://usaybia.net/person/3505	https://usaybia.net/person/3505_____________													,https://usaybia.net/person/3505	https://usaybia.net/person/3505	
35	3506	https://usaybia.net/person/3506	https://usaybia.net/person/3506_____________													,https://usaybia.net/person/3506	https://usaybia.net/person/3506	
35	3507	https://usaybia.net/person/3507	https://usaybia.net/person/3507_____________													,https://usaybia.net/person/3507	https://usaybia.net/person/3507	
35	3508	https://usaybia.net/person/3508	https://usaybia.net/person/3508_____________													,https://usaybia.net/person/3508	https://usaybia.net/person/3508	
35	3509	https://usaybia.net/person/3509	https://usaybia.net/person/3509_____________													,https://usaybia.net/person/3509	https://usaybia.net/person/3509	
35	3510	https://usaybia.net/person/3510	https://usaybia.net/person/3510_____________													,https://usaybia.net/person/3510	https://usaybia.net/person/3510	
35	3511	https://usaybia.net/person/3511	https://usaybia.net/person/3511_____________													,https://usaybia.net/person/3511	https://usaybia.net/person/3511	
35	3512	https://usaybia.net/person/3512	https://usaybia.net/person/3512_____________													,https://usaybia.net/person/3512	https://usaybia.net/person/3512	
35	3513	https://usaybia.net/person/3513	https://usaybia.net/person/3513_____________													,https://usaybia.net/person/3513	https://usaybia.net/person/3513	
35	3514	https://usaybia.net/person/3514	https://usaybia.net/person/3514_____________													,https://usaybia.net/person/3514	https://usaybia.net/person/3514	
35	3515	https://usaybia.net/person/3515	https://usaybia.net/person/3515_____________													,https://usaybia.net/person/3515	https://usaybia.net/person/3515	
35	3516	https://usaybia.net/person/3516	https://usaybia.net/person/3516_____________													,https://usaybia.net/person/3516	https://usaybia.net/person/3516	
35	3517	https://usaybia.net/person/3517	https://usaybia.net/person/3517_____________													,https://usaybia.net/person/3517	https://usaybia.net/person/3517	
35	3518	https://usaybia.net/person/3518	https://usaybia.net/person/3518_____________													,https://usaybia.net/person/3518	https://usaybia.net/person/3518	
35	3519	https://usaybia.net/person/3519	https://usaybia.net/person/3519_____________													,https://usaybia.net/person/3519	https://usaybia.net/person/3519	
35	3520	https://usaybia.net/person/3520	https://usaybia.net/person/3520_____________													,https://usaybia.net/person/3520	https://usaybia.net/person/3520	
35	3521	https://usaybia.net/person/3521	https://usaybia.net/person/3521_____________													,https://usaybia.net/person/3521	https://usaybia.net/person/3521	
35	3522	https://usaybia.net/person/3522	https://usaybia.net/person/3522_____________													,https://usaybia.net/person/3522	https://usaybia.net/person/3522	
35	3523	https://usaybia.net/person/3523	https://usaybia.net/person/3523_____________													,https://usaybia.net/person/3523	https://usaybia.net/person/3523	
35	3524	https://usaybia.net/person/3524	https://usaybia.net/person/3524_____________													,https://usaybia.net/person/3524	https://usaybia.net/person/3524	
35	3525	https://usaybia.net/person/3525	https://usaybia.net/person/3525_____________													,https://usaybia.net/person/3525	https://usaybia.net/person/3525	
35	3526	https://usaybia.net/person/3526	https://usaybia.net/person/3526_____________													,https://usaybia.net/person/3526	https://usaybia.net/person/3526	
35	3527	https://usaybia.net/person/3527	https://usaybia.net/person/3527_____________													,https://usaybia.net/person/3527	https://usaybia.net/person/3527	
35	3528	https://usaybia.net/person/3528	https://usaybia.net/person/3528_____________													,https://usaybia.net/person/3528	https://usaybia.net/person/3528	
35	3529	https://usaybia.net/person/3529	https://usaybia.net/person/3529_____________													,https://usaybia.net/person/3529	https://usaybia.net/person/3529	
35	3530	https://usaybia.net/person/3530	https://usaybia.net/person/3530_____________													,https://usaybia.net/person/3530	https://usaybia.net/person/3530	
35	3531	https://usaybia.net/person/3531	https://usaybia.net/person/3531_____________													,https://usaybia.net/person/3531	https://usaybia.net/person/3531	
35	3532	https://usaybia.net/person/3532	https://usaybia.net/person/3532_____________													,https://usaybia.net/person/3532	https://usaybia.net/person/3532	
35	3533	https://usaybia.net/person/3533	https://usaybia.net/person/3533_____________													,https://usaybia.net/person/3533	https://usaybia.net/person/3533	
36	3601	https://usaybia.net/person/3601	https://usaybia.net/person/3601_____________													,https://usaybia.net/person/3601	https://usaybia.net/person/3601	
36	3602	https://usaybia.net/person/3602	https://usaybia.net/person/3602_____________													,https://usaybia.net/person/3602	https://usaybia.net/person/3602	
36	3603	https://usaybia.net/person/3603	https://usaybia.net/person/3603_____________													,https://usaybia.net/person/3603	https://usaybia.net/person/3603	
36	3604	https://usaybia.net/person/3604	https://usaybia.net/person/3604_____________													,https://usaybia.net/person/3604	https://usaybia.net/person/3604	
36	3605	https://usaybia.net/person/3605	https://usaybia.net/person/3605_____________													,https://usaybia.net/person/3605	https://usaybia.net/person/3605	
36	3606	https://usaybia.net/person/3606	https://usaybia.net/person/3606_____________													,https://usaybia.net/person/3606	https://usaybia.net/person/3606	
36	3607	https://usaybia.net/person/3607	https://usaybia.net/person/3607_____________													,https://usaybia.net/person/3607	https://usaybia.net/person/3607	
36	3608	https://usaybia.net/person/3608	https://usaybia.net/person/3608_____________													,https://usaybia.net/person/3608	https://usaybia.net/person/3608	
36	3609	https://usaybia.net/person/3609	https://usaybia.net/person/3609_____________													,https://usaybia.net/person/3609	https://usaybia.net/person/3609	
36	3610	https://usaybia.net/person/3610	https://usaybia.net/person/3610_____________													,https://usaybia.net/person/3610	https://usaybia.net/person/3610	
36	3611	https://usaybia.net/person/3611	https://usaybia.net/person/3611_____________													,https://usaybia.net/person/3611	https://usaybia.net/person/3611	
36	3612	https://usaybia.net/person/3612	https://usaybia.net/person/3612_____________													,https://usaybia.net/person/3612	https://usaybia.net/person/3612	
36	3613	https://usaybia.net/person/3613	https://usaybia.net/person/3613_____________													,https://usaybia.net/person/3613	https://usaybia.net/person/3613	
36	3614	https://usaybia.net/person/3614	https://usaybia.net/person/3614_____________													,https://usaybia.net/person/3614	https://usaybia.net/person/3614	
36	3615	https://usaybia.net/person/3615	https://usaybia.net/person/3615_____________													,https://usaybia.net/person/3615	https://usaybia.net/person/3615	
36	3616	https://usaybia.net/person/3616	https://usaybia.net/person/3616_____________													,https://usaybia.net/person/3616	https://usaybia.net/person/3616	
36	3617	https://usaybia.net/person/3617	https://usaybia.net/person/3617_____________													,https://usaybia.net/person/3617	https://usaybia.net/person/3617	
36	3618	https://usaybia.net/person/3618	https://usaybia.net/person/3618_____________													,https://usaybia.net/person/3618	https://usaybia.net/person/3618	
36	3619	https://usaybia.net/person/3619	https://usaybia.net/person/3619_____________													,https://usaybia.net/person/3619	https://usaybia.net/person/3619	
36	3620	https://usaybia.net/person/3620	https://usaybia.net/person/3620_____________													,https://usaybia.net/person/3620	https://usaybia.net/person/3620	
36	3621	https://usaybia.net/person/3621	https://usaybia.net/person/3621_____________													,https://usaybia.net/person/3621	https://usaybia.net/person/3621	
36	3622	https://usaybia.net/person/3622	https://usaybia.net/person/3622_____________													,https://usaybia.net/person/3622	https://usaybia.net/person/3622	
36	3623	https://usaybia.net/person/3623	https://usaybia.net/person/3623_____________													,https://usaybia.net/person/3623	https://usaybia.net/person/3623	
36	3624	https://usaybia.net/person/3624	https://usaybia.net/person/3624_____________													,https://usaybia.net/person/3624	https://usaybia.net/person/3624	
36	3625	https://usaybia.net/person/3625	https://usaybia.net/person/3625_____________													,https://usaybia.net/person/3625	https://usaybia.net/person/3625	
36	3626	https://usaybia.net/person/3626	https://usaybia.net/person/3626_____________													,https://usaybia.net/person/3626	https://usaybia.net/person/3626	
36	3627	https://usaybia.net/person/3627	https://usaybia.net/person/3627_____________													,https://usaybia.net/person/3627	https://usaybia.net/person/3627	
36	3628	https://usaybia.net/person/3628	https://usaybia.net/person/3628_____________													,https://usaybia.net/person/3628	https://usaybia.net/person/3628	
36	3629	https://usaybia.net/person/3629	https://usaybia.net/person/3629_____________													,https://usaybia.net/person/3629	https://usaybia.net/person/3629	
36	3630	https://usaybia.net/person/3630	https://usaybia.net/person/3630_____________													,https://usaybia.net/person/3630	https://usaybia.net/person/3630	
36	3631	https://usaybia.net/person/3631	https://usaybia.net/person/3631_____________													,https://usaybia.net/person/3631	https://usaybia.net/person/3631	
36	3632	https://usaybia.net/person/3632	https://usaybia.net/person/3632_____________													,https://usaybia.net/person/3632	https://usaybia.net/person/3632	
36	3633	https://usaybia.net/person/3633	https://usaybia.net/person/3633_____________													,https://usaybia.net/person/3633	https://usaybia.net/person/3633	
37	3701	https://usaybia.net/person/3701	https://usaybia.net/person/3701_____________	ابو نصر الفارابي محمد	https://onomasticon.irht.cnrs.fr/en/entry/id/12304	https://onomasticon.irht.cnrs.fr/en/entry/id/30706	https://onomasticon.irht.cnrs.fr/en/entry/id/50115			https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%81%D8%A7%D8%B1%D8%A7%D8%A8%D9%8A	http://viaf.org/viaf/105133145	http://dx.doi.org/10.1163/1573-3912_islam_COM_0212	http://dx.doi.org/10.1163/1573-3912_islam_COM_0212	https://plato.stanford.edu/entries/al-farabi/		,https://usaybia.net/person/3701,https://onomasticon.irht.cnrs.fr/en/entry/id/12304,https://onomasticon.irht.cnrs.fr/en/entry/id/30706,https://onomasticon.irht.cnrs.fr/en/entry/id/50115,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%81%D8%A7%D8%B1%D8%A7%D8%A8%D9%8A,http://viaf.org/viaf/105133145,http://dx.doi.org/10.1163/1573-3912_islam_COM_0212,http://dx.doi.org/10.1163/1573-3912_islam_COM_0212,https://plato.stanford.edu/entries/al-farabi/	https://usaybia.net/person/3701,https://onomasticon.irht.cnrs.fr/en/entry/id/12304,https://onomasticon.irht.cnrs.fr/en/entry/id/30706,https://onomasticon.irht.cnrs.fr/en/entry/id/50115,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%81%D8%A7%D8%B1%D8%A7%D8%A8%D9%8A,http://viaf.org/viaf/105133145,http://dx.doi.org/10.1163/1573-3912_islam_COM_0212,http://dx.doi.org/10.1163/1573-3912_islam_COM_0212,https://plato.stanford.edu/entries/al-farabi/	
37	3702	https://usaybia.net/person/3702	https://usaybia.net/person/3702_____________													,https://usaybia.net/person/3702	https://usaybia.net/person/3702	
37	3703	https://usaybia.net/person/3703	https://usaybia.net/person/3703_____________													,https://usaybia.net/person/3703	https://usaybia.net/person/3703	
37	3704	https://usaybia.net/person/3704	https://usaybia.net/person/3704_____________													,https://usaybia.net/person/3704	https://usaybia.net/person/3704	
37	3705	https://usaybia.net/person/3705	https://usaybia.net/person/3705_____________													,https://usaybia.net/person/3705	https://usaybia.net/person/3705	
37	3706	https://usaybia.net/person/3706	https://usaybia.net/person/3706_____________													,https://usaybia.net/person/3706	https://usaybia.net/person/3706	
37	3707	https://usaybia.net/person/3707	https://usaybia.net/person/3707_____________													,https://usaybia.net/person/3707	https://usaybia.net/person/3707	
37	3708	https://usaybia.net/person/3708	https://usaybia.net/person/3708_____________													,https://usaybia.net/person/3708	https://usaybia.net/person/3708	
37	3709	https://usaybia.net/person/3709	https://usaybia.net/person/3709_____________													,https://usaybia.net/person/3709	https://usaybia.net/person/3709	
37	3710	https://usaybia.net/person/3710	https://usaybia.net/person/3710_____________													,https://usaybia.net/person/3710	https://usaybia.net/person/3710	
37	3711	https://usaybia.net/person/3711	https://usaybia.net/person/3711_____________													,https://usaybia.net/person/3711	https://usaybia.net/person/3711	
37	3712	https://usaybia.net/person/3712	https://usaybia.net/person/3712_____________													,https://usaybia.net/person/3712	https://usaybia.net/person/3712	
37	3713	https://usaybia.net/person/3713	https://usaybia.net/person/3713_____________													,https://usaybia.net/person/3713	https://usaybia.net/person/3713	
37	3714	https://usaybia.net/person/3714	https://usaybia.net/person/3714_____________													,https://usaybia.net/person/3714	https://usaybia.net/person/3714	
37	3715	https://usaybia.net/person/3715	https://usaybia.net/person/3715_____________													,https://usaybia.net/person/3715	https://usaybia.net/person/3715	
37	3716	https://usaybia.net/person/3716	https://usaybia.net/person/3716_____________													,https://usaybia.net/person/3716	https://usaybia.net/person/3716	
37	3717	https://usaybia.net/person/3717	https://usaybia.net/person/3717_____________													,https://usaybia.net/person/3717	https://usaybia.net/person/3717	
37	3718	https://usaybia.net/person/3718	https://usaybia.net/person/3718_____________													,https://usaybia.net/person/3718	https://usaybia.net/person/3718	
37	3719	https://usaybia.net/person/3719	https://usaybia.net/person/3719_____________													,https://usaybia.net/person/3719	https://usaybia.net/person/3719	
37	3720	https://usaybia.net/person/3720	https://usaybia.net/person/3720_____________													,https://usaybia.net/person/3720	https://usaybia.net/person/3720	
37	3721	https://usaybia.net/person/3721	https://usaybia.net/person/3721_____________													,https://usaybia.net/person/3721	https://usaybia.net/person/3721	
37	3722	https://usaybia.net/person/3722	https://usaybia.net/person/3722_____________													,https://usaybia.net/person/3722	https://usaybia.net/person/3722	
37	3723	https://usaybia.net/person/3723	https://usaybia.net/person/3723_____________													,https://usaybia.net/person/3723	https://usaybia.net/person/3723	
37	3724	https://usaybia.net/person/3724	https://usaybia.net/person/3724_____________													,https://usaybia.net/person/3724	https://usaybia.net/person/3724	
37	3725	https://usaybia.net/person/3725	https://usaybia.net/person/3725_____________													,https://usaybia.net/person/3725	https://usaybia.net/person/3725	
37	3726	https://usaybia.net/person/3726	https://usaybia.net/person/3726_____________													,https://usaybia.net/person/3726	https://usaybia.net/person/3726	
37	3727	https://usaybia.net/person/3727	https://usaybia.net/person/3727_____________													,https://usaybia.net/person/3727	https://usaybia.net/person/3727	
37	3728	https://usaybia.net/person/3728	https://usaybia.net/person/3728_____________													,https://usaybia.net/person/3728	https://usaybia.net/person/3728	
37	3729	https://usaybia.net/person/3729	https://usaybia.net/person/3729_____________													,https://usaybia.net/person/3729	https://usaybia.net/person/3729	
37	3730	https://usaybia.net/person/3730	https://usaybia.net/person/3730_____________													,https://usaybia.net/person/3730	https://usaybia.net/person/3730	
37	3731	https://usaybia.net/person/3731	https://usaybia.net/person/3731_____________													,https://usaybia.net/person/3731	https://usaybia.net/person/3731	
37	3732	https://usaybia.net/person/3732	https://usaybia.net/person/3732_____________													,https://usaybia.net/person/3732	https://usaybia.net/person/3732	
37	3733	https://usaybia.net/person/3733	https://usaybia.net/person/3733_____________													,https://usaybia.net/person/3733	https://usaybia.net/person/3733	
38	3801	https://usaybia.net/person/3801	https://usaybia.net/person/3801_____________													,https://usaybia.net/person/3801	https://usaybia.net/person/3801	
38	3802	https://usaybia.net/person/3802	https://usaybia.net/person/3802_____________													,https://usaybia.net/person/3802	https://usaybia.net/person/3802	
38	3803	https://usaybia.net/person/3803	https://usaybia.net/person/3803_____________													,https://usaybia.net/person/3803	https://usaybia.net/person/3803	
38	3804	https://usaybia.net/person/3804	https://usaybia.net/person/3804_____________													,https://usaybia.net/person/3804	https://usaybia.net/person/3804	
38	3805	https://usaybia.net/person/3805	https://usaybia.net/person/3805_____________													,https://usaybia.net/person/3805	https://usaybia.net/person/3805	
38	3806	https://usaybia.net/person/3806	https://usaybia.net/person/3806_____________													,https://usaybia.net/person/3806	https://usaybia.net/person/3806	
38	3807	https://usaybia.net/person/3807	https://usaybia.net/person/3807_____________													,https://usaybia.net/person/3807	https://usaybia.net/person/3807	
38	3808	https://usaybia.net/person/3808	https://usaybia.net/person/3808_____________													,https://usaybia.net/person/3808	https://usaybia.net/person/3808	
38	3809	https://usaybia.net/person/3809	https://usaybia.net/person/3809_____________													,https://usaybia.net/person/3809	https://usaybia.net/person/3809	
38	3810	https://usaybia.net/person/3810	https://usaybia.net/person/3810_____________													,https://usaybia.net/person/3810	https://usaybia.net/person/3810	
38	3811	https://usaybia.net/person/3811	https://usaybia.net/person/3811_____________													,https://usaybia.net/person/3811	https://usaybia.net/person/3811	
38	3812	https://usaybia.net/person/3812	https://usaybia.net/person/3812_____________													,https://usaybia.net/person/3812	https://usaybia.net/person/3812	
38	3813	https://usaybia.net/person/3813	https://usaybia.net/person/3813_____________													,https://usaybia.net/person/3813	https://usaybia.net/person/3813	
38	3814	https://usaybia.net/person/3814	https://usaybia.net/person/3814_____________													,https://usaybia.net/person/3814	https://usaybia.net/person/3814	
38	3815	https://usaybia.net/person/3815	https://usaybia.net/person/3815_____________													,https://usaybia.net/person/3815	https://usaybia.net/person/3815	
38	3816	https://usaybia.net/person/3816	https://usaybia.net/person/3816_____________													,https://usaybia.net/person/3816	https://usaybia.net/person/3816	
38	3817	https://usaybia.net/person/3817	https://usaybia.net/person/3817_____________													,https://usaybia.net/person/3817	https://usaybia.net/person/3817	
38	3818	https://usaybia.net/person/3818	https://usaybia.net/person/3818_____________													,https://usaybia.net/person/3818	https://usaybia.net/person/3818	
38	3819	https://usaybia.net/person/3819	https://usaybia.net/person/3819_____________													,https://usaybia.net/person/3819	https://usaybia.net/person/3819	
38	3820	https://usaybia.net/person/3820	https://usaybia.net/person/3820_____________													,https://usaybia.net/person/3820	https://usaybia.net/person/3820	
38	3821	https://usaybia.net/person/3821	https://usaybia.net/person/3821_____________													,https://usaybia.net/person/3821	https://usaybia.net/person/3821	
38	3822	https://usaybia.net/person/3822	https://usaybia.net/person/3822_____________													,https://usaybia.net/person/3822	https://usaybia.net/person/3822	
38	3823	https://usaybia.net/person/3823	https://usaybia.net/person/3823_____________													,https://usaybia.net/person/3823	https://usaybia.net/person/3823	
38	3824	https://usaybia.net/person/3824	https://usaybia.net/person/3824_____________													,https://usaybia.net/person/3824	https://usaybia.net/person/3824	
38	3825	https://usaybia.net/person/3825	https://usaybia.net/person/3825_____________													,https://usaybia.net/person/3825	https://usaybia.net/person/3825	
38	3826	https://usaybia.net/person/3826	https://usaybia.net/person/3826_____________													,https://usaybia.net/person/3826	https://usaybia.net/person/3826	
38	3827	https://usaybia.net/person/3827	https://usaybia.net/person/3827_____________													,https://usaybia.net/person/3827	https://usaybia.net/person/3827	
38	3828	https://usaybia.net/person/3828	https://usaybia.net/person/3828_____________													,https://usaybia.net/person/3828	https://usaybia.net/person/3828	
38	3829	https://usaybia.net/person/3829	https://usaybia.net/person/3829_____________													,https://usaybia.net/person/3829	https://usaybia.net/person/3829	
38	3830	https://usaybia.net/person/3830	https://usaybia.net/person/3830_____________													,https://usaybia.net/person/3830	https://usaybia.net/person/3830	
38	3831	https://usaybia.net/person/3831	https://usaybia.net/person/3831_____________													,https://usaybia.net/person/3831	https://usaybia.net/person/3831	
38	3832	https://usaybia.net/person/3832	https://usaybia.net/person/3832_____________													,https://usaybia.net/person/3832	https://usaybia.net/person/3832	
38	3833	https://usaybia.net/person/3833	https://usaybia.net/person/3833_____________													,https://usaybia.net/person/3833	https://usaybia.net/person/3833	
39	3901	https://usaybia.net/person/3901	https://usaybia.net/person/3901_____________													,https://usaybia.net/person/3901	https://usaybia.net/person/3901	
39	3902	https://usaybia.net/person/3902	https://usaybia.net/person/3902_____________													,https://usaybia.net/person/3902	https://usaybia.net/person/3902	
39	3903	https://usaybia.net/person/3903	https://usaybia.net/person/3903_____________													,https://usaybia.net/person/3903	https://usaybia.net/person/3903	
39	3904	https://usaybia.net/person/3904	https://usaybia.net/person/3904_____________													,https://usaybia.net/person/3904	https://usaybia.net/person/3904	
39	3905	https://usaybia.net/person/3905	https://usaybia.net/person/3905_____________													,https://usaybia.net/person/3905	https://usaybia.net/person/3905	
39	3906	https://usaybia.net/person/3906	https://usaybia.net/person/3906_____________													,https://usaybia.net/person/3906	https://usaybia.net/person/3906	
39	3907	https://usaybia.net/person/3907	https://usaybia.net/person/3907_____________													,https://usaybia.net/person/3907	https://usaybia.net/person/3907	
39	3908	https://usaybia.net/person/3908	https://usaybia.net/person/3908_____________													,https://usaybia.net/person/3908	https://usaybia.net/person/3908	
39	3909	https://usaybia.net/person/3909	https://usaybia.net/person/3909_____________													,https://usaybia.net/person/3909	https://usaybia.net/person/3909	
39	3910	https://usaybia.net/person/3910	https://usaybia.net/person/3910_____________													,https://usaybia.net/person/3910	https://usaybia.net/person/3910	
39	3911	https://usaybia.net/person/3911	https://usaybia.net/person/3911_____________													,https://usaybia.net/person/3911	https://usaybia.net/person/3911	
39	3912	https://usaybia.net/person/3912	https://usaybia.net/person/3912_____________													,https://usaybia.net/person/3912	https://usaybia.net/person/3912	
39	3913	https://usaybia.net/person/3913	https://usaybia.net/person/3913_____________													,https://usaybia.net/person/3913	https://usaybia.net/person/3913	
39	3914	https://usaybia.net/person/3914	https://usaybia.net/person/3914_____________													,https://usaybia.net/person/3914	https://usaybia.net/person/3914	
39	3915	https://usaybia.net/person/3915	https://usaybia.net/person/3915_____________													,https://usaybia.net/person/3915	https://usaybia.net/person/3915	
39	3916	https://usaybia.net/person/3916	https://usaybia.net/person/3916_____________													,https://usaybia.net/person/3916	https://usaybia.net/person/3916	
39	3917	https://usaybia.net/person/3917	https://usaybia.net/person/3917_____________													,https://usaybia.net/person/3917	https://usaybia.net/person/3917	
39	3918	https://usaybia.net/person/3918	https://usaybia.net/person/3918_____________													,https://usaybia.net/person/3918	https://usaybia.net/person/3918	
39	3919	https://usaybia.net/person/3919	https://usaybia.net/person/3919_____________													,https://usaybia.net/person/3919	https://usaybia.net/person/3919	
